         136450955 function calls (133398617 primitive calls) in 99.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexing.py:2609(check_dict_or_set_indexers)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\elements\alert.py:156(dg)
      350    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
      300    0.000    0.000    0.000    0.000 {method 'HasField' of 'google._upb._message.Message' objects}
      650    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:6354(_maybe_cast_indexer)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\cursor.py:202(get_locked_cursor)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1470(<genexpr>)
       50    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:5255(<setcomp>)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\config.py:1211(get_config_options)
      200    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\cursor.py:186(root_container)
      150    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1459(<genexpr>)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\common.py:150(cast_scalar_indexer)
      200    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\runtime.py:152(exists)
      100    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\functools.py:421(_unwrap_partial)
      350    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
      100    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
       50    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      200    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1351(common_dtype_categorical_compat)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:4240(_clear_item_cache)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\series.py:752(_references)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:275(is_datetime64_dtype)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\inspect.py:378(isfunction)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:892(iget)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:249(start)
       50    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:264(step)
       50    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:351(is_timedelta64_dtype)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:125(_maybe_print_use_warning)
      100    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:842(_value_or_dg)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\elements\progress.py:54(_get_text)
      100    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\cursor.py:194(index)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\cursor.py:190(parent_path)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\asyncio\base_events.py:1940(get_debug)
        1    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:1823(rename)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:257(stop)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:145(value)
        1    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:1716(set_names)
       26    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:683(_constructor)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:875(<listcomp>)
       50    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\config_option.py:240(<lambda>)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\reshape\concat.py:701(_maybe_check_integrity)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:312(is_unique)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:113(ok)
       50    0.000    0.000    0.000    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:1671(_set_names)
        1    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:851(<listcomp>)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        5    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:840(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\typing.py:349(inner)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:196(_constructor)


